drug_name,reaction_pt,a,drug_total,reaction_total,PRR,ROR,ROR_CI_low,ROR_CI_high,chi2,is_signal,is_known_literature_signal
Glipizide,Hyperkalaemia,33,1038,458,1.4184427065623935,1.4321826163301141,0.9993652320495758,2.0524498759192564,3.868642380418468,False,False
Omeprazole,Tendinitis,34,1005,491,1.4061639287152856,1.4203859406373451,0.996592905025372,2.024393521353509,3.8060576417890797,False,False
Sertraline,Photosensitivity reaction,33,945,507,1.403824258254638,1.4184363202309571,0.9905239612518852,2.031209413659713,3.677119131175962,False,False
Amoxicillin,Hyperkalaemia,31,984,458,1.4030007044801127,1.4161098564621522,0.9778161726538024,2.0508631189098376,3.424039760447781,False,False
Fluoxetine,Insomnia,35,1004,508,1.4000235843096955,1.4144723205850718,0.997398127836992,2.005951174221879,3.8218611762699095,False,False
Sertraline,Osteoporosis,34,945,525,1.3962865979159258,1.411076657552744,0.9905111619821346,2.010211908673208,3.672804702136261,False,False
Ibuprofen,Nausea,35,1049,488,1.395810579612245,1.409472680486435,0.9936126381481896,1.9993840262942875,3.737859246736343,False,False
Apixaban,Pneumonia,34,1002,496,1.3953305510191738,1.4092161282243927,0.9888655844833145,2.0082507948594266,3.6373841981302992,False,False
Naproxen,Renal impairment,33,988,492,1.3834775475642351,1.3967286041816378,0.975262476231565,2.000334106237036,3.354953758066489,False,False
Omeprazole,Rash,35,1005,514,1.3810384403660196,1.394787250069948,0.9836663236162896,1.97773515901777,3.5194885036829557,False,False
Glipizide,Hypothyroidism,33,1038,471,1.376342808879035,1.3887003339467048,0.969384950655459,1.9893940133893382,3.2341321330847994,False,False
Enalapril,Osteoporosis,36,1016,525,1.3755857204965944,1.3893827469638163,0.9844603915744566,1.9608553417506602,3.53130371718211,False,False
Levofloxacin,Anaphylactic reaction,33,1046,468,1.3746555020768771,1.386860469074446,0.9680597545153009,1.98684218790235,3.2070887541911843,False,False
Levothyroxine,Hypothyroidism,29,912,471,1.3732237834405019,1.3854814161922282,0.945840513579848,2.0294740255403245,2.827135708154213,False,False
Fluoxetine,Pruritus,33,1004,493,1.35732721288758,1.3694711861371065,0.9563422716706117,1.9610670627197015,2.9696959831185183,False,False
Omeprazole,Dizziness,31,1005,463,1.3562857011240095,1.36762538976348,0.9445812230336854,1.980135917500669,2.7712912580999824,False,False
Levothyroxine,Pruritus,30,912,493,1.3561441400477436,1.368257886307871,0.9400289449478823,1.9915659549690552,2.701721583427987,False,False
Omeprazole,Insomnia,34,1005,508,1.3557318890778176,1.368188000538833,0.9603774491797783,1.949169471250289,3.0383578677362797,False,False
Glipizide,Photosensitivity reaction,35,1038,507,1.3546054994938115,1.3669795697652805,0.9640703846163508,1.9382746052294602,3.103355264934345,False,False
Amoxicillin,Photosensitivity reaction,33,984,507,1.3454255428630235,1.3574119181674187,0.9481368739081053,1.9433556127694018,2.8072743928890653,False,False
Amoxicillin,Renal impairment,32,984,492,1.3443619653587842,1.3559371574716843,0.9420377961586708,1.9516898180831748,2.7056654416038586,False,False
Sertraline,Pneumonia,31,945,496,1.3442680776014109,1.3559445660102116,0.936985310518164,1.9622353151682406,2.627525266645346,False,False
Omeprazole,Hepatotoxicity,29,1005,437,1.3434177153448443,1.353621725329476,0.9237151298925812,1.983611306114499,2.4299961366849123,False,False
Fluoxetine,Anaphylactic reaction,31,1004,468,1.342173639537958,1.35307536906075,0.9346552418338386,1.9588109844296615,2.58562150512259,False,False
Atorvastatin,Dizziness,31,1017,463,1.3394356130958884,1.350107523852453,0.9325424266280405,1.9546460020634007,2.547003482700679,False,False
Fluoxetine,Hypothyroidism,31,1004,471,1.3330224556320174,1.3436326263664393,0.9282076923142919,1.9449834876234606,2.4674765031676817,False,False
Apixaban,Nausea,32,1002,488,1.3305319186189024,1.3414360643877736,0.9319650355927475,1.9308135456988194,2.516660999715817,False,False
Amoxicillin,Bruising,30,984,468,1.3236440583583917,1.333821544470291,0.9161928868717168,1.941818079998055,2.2750809528061477,False,False
Sertraline,Hypothyroidism,29,945,471,1.3229787641552346,1.3332040743741231,0.9103383016356958,1.9524973306451794,2.1975785836983226,False,False
Naproxen,Dyspepsia,31,988,486,1.3110557458735594,1.321131741821397,0.9129374786169746,1.9118385652127674,2.195208695130632,False,False
Omeprazole,Pneumonia,32,1005,496,1.3034825870646765,1.313463514902364,0.9127282501400238,1.8901424435093441,2.1689768217513654,False,False
Amoxicillin,Tendinitis,31,984,491,1.3023506539413219,1.31218577489849,0.9068474917878663,1.8987001931838932,2.089906768014697,False,False
Glipizide,Hepatotoxicity,29,1038,437,1.2984481846688578,1.307025981849628,0.8920679170721129,1.9150076855548288,1.8988231786185195,False,False
Sertraline,Rash,31,945,514,1.294171130610054,1.3041484884316203,0.901568579251885,1.8864935169876864,1.9992237144288882,False,False
Sertraline,Diarrhoea,28,945,465,1.2919738960928893,1.3008891295613745,0.8827184341160823,1.9171600614702944,1.7776137740162998,False,False
Apixaban,Hyperkalaemia,29,1002,458,1.2816837188094672,1.2900792253310238,0.8808708089603616,1.889385356741441,1.7210497424234812,False,False
Metformin,Pneumonia,31,991,496,1.2787756474941137,1.2877777777777777,0.8901226355922266,1.8630821626448189,1.8111506950549008,False,False
Sertraline,Hepatotoxicity,26,945,437,1.2755828473590032,1.2833795329208464,0.8586811134626113,1.9181311894451563,1.488414762932097,False,False
Apixaban,Renal impairment,31,1002,492,1.2749728309108463,1.2837515721654666,0.8873079415544646,1.8573237337988473,1.7660110012462606,False,False
Sertraline,Nausea,29,945,488,1.2739795506680038,1.2826535757437376,0.8761909586908445,1.8776731020214612,1.6473766690498524,False,False
Glipizide,Pruritus,32,1038,493,1.268048432869819,1.2765748243726363,0.8871860064294879,1.8368676584300347,1.7383379019989982,False,False
Sertraline,Insomnia,30,945,508,1.2655243408381482,1.2742300569312024,0.8759160174163877,1.8536734181161212,1.6136049150003005,False,False
Sertraline,Hyperkalaemia,27,945,458,1.2631753397414651,1.2709157909103317,0.8566671452586734,1.8854778737866862,1.4258153599205723,False,False
Glipizide,Pneumonia,32,1038,496,1.259849843864195,1.2681154452594776,0.8813721739066589,1.8245604185320579,1.6452000865749667,False,False
Fluoxetine,Diarrhoea,29,1004,465,1.2584615665777257,1.266149141378499,0.864703264003001,1.8539696968322612,1.4777470542721418,False,False
Sertraline,Haemorrhage,39,945,664,1.2582349206349204,1.2693509933774834,0.9122933048646122,1.7661556166166532,2.0123712795997024,False,False
Ciprofloxacin,Nausea,31,1025,488,1.2557506537866254,1.263726780816188,0.8734888865259817,1.8283064629518253,1.5499453035524768,False,False
Glipizide,Anaphylactic reaction,30,1038,468,1.2512207353445772,1.2586975429441183,0.864838462070387,1.8319253526499806,1.4501396398947553,False,False
Glipizide,QT prolongation,32,1038,501,1.2464186088549818,1.2542569741465917,0.871845893391606,1.8044020957368312,1.4968760168887199,False,False
Fluoxetine,Hepatotoxicity,27,1004,437,1.2459722087260714,1.2527698030306813,0.8442172298418268,1.8590383184664236,1.2575476528430456,False,False
Metformin,Osteoporosis,32,991,525,1.2450553971545124,1.2532324281335994,0.8713875926444434,1.8024028941693842,1.4884354058859965,False,False
Levothyroxine,QT prolongation,28,912,501,1.2389748154742035,1.2465441535208976,0.846402390068875,1.835855315284125,1.2498010749505057,False,False
Omeprazole,Nausea,30,1005,488,1.238023854526494,1.2453476654350017,0.855955815923562,1.8118818506198524,1.3207088069307382,False,False
Apixaban,Tendinitis,30,1002,491,1.2338446750750127,1.2410621033180687,0.8530585128670968,1.8055445447881382,1.2797647793104734,False,False
Simvastatin,Photosensitivity reaction,31,1003,507,1.2334990825841803,1.2409460697859391,0.8580311202839596,1.7947450992308227,1.3199075905193784,False,False
Glipizide,Tendinitis,31,1038,491,1.2310924017759908,1.2382064677690947,0.8559703816363183,1.7911312000005857,1.291557370165465,False,False
Omeprazole,Myalgia,31,1005,507,1.2309147539612861,1.2382641968491708,0.8561861742758236,1.7908467425270105,1.2935624126351906,False,False
Omeprazole,Hyperkalaemia,28,1005,458,1.2307300705773458,1.2373426007474233,0.8397219169291336,1.823242529173624,1.1637711360324061,False,False
Levothyroxine,International normalised ratio increased,37,912,667,1.229211918685603,1.2389043083900226,0.8832159069136887,1.7378354186473628,1.5452359904307718,False,False
Levothyroxine,Nausea,27,912,488,1.2258248658522661,1.23271443803081,0.8313643765699742,1.8278205424185807,1.0876475126046345,False,False
Amoxicillin,Hypothyroidism,28,984,471,1.2214575418891886,1.227943746044939,0.8335325195709942,1.8089826228098955,1.0829126212723144,False,False
Levofloxacin,Insomnia,32,1046,508,1.2181821103202275,1.2250675418096233,0.8517322071022562,1.762045006025342,1.2022446979940535,False,False
Fluoxetine,Pneumonia,30,1004,496,1.2180462698561976,1.2247622740612139,0.8419640759265369,1.7815993233593468,1.1281460815252753,False,False
Apixaban,Rash,31,1002,514,1.2168995342648037,1.2238242361826297,0.8463219276175372,1.7697116335910958,1.1558873666656353,False,False
Enalapril,Tendinitis,30,1016,491,1.2159461629118486,1.2225165329801604,0.8403737241552157,1.7784309890367194,1.1074198697327193,False,False
Metformin,Nausea,29,991,488,1.2119115613506306,1.2182997477115125,0.832448849880238,1.7829975685442656,1.035994486029011,False,False
Fluoxetine,QT prolongation,30,1004,501,1.205115842363032,1.2114335787807844,0.8328984455873533,1.7620051082730734,1.0099310077773718,False,False
Ibuprofen,Pneumonia,31,1049,496,1.2043851286939942,1.2106090373280942,0.8370406658855921,1.750899688618918,1.0336475483978906,False,False
Omeprazole,Bruising,28,1005,468,1.202758932609679,1.2085698334418908,0.8204100777311958,1.7803792054152865,0.9213603873051586,False,False
Levofloxacin,QT prolongation,31,1046,501,1.195179203449819,1.2011403416832618,0.8305801513808051,1.737024558100131,0.9507657689631608,False,False
Sertraline,QT prolongation,28,945,501,1.1936418448046355,1.1995545728902732,0.8146606928737222,1.7662950795700287,0.851772256455841,False,False
Sertraline,Anaphylactic reaction,26,945,468,1.1861188920012449,1.1913844972156435,0.7977800263105467,1.7791834508191262,0.7343206443800024,False,False
Fluoxetine,Renal impairment,29,1004,492,1.185073959023517,1.1905787229329345,0.8136413547687881,1.7421406706931961,0.8086792702702368,False,False
Naproxen,QT prolongation,29,988,501,1.1822977424003294,1.1878103957158763,0.8118481792179391,1.7378785495704796,0.7876905720860936,False,False
Clozapine,Hypothyroidism,28,1015,471,1.1822215303183623,1.1873909354337768,0.8061360945930786,1.7489568362051664,0.757515206703342,False,False
Omeprazole,Pruritus,29,1005,493,1.181281094527363,1.1866675204918034,0.8109917642340869,1.736367576457538,0.7785031008758556,False,False
Atorvastatin,Hypothyroidism,28,1017,471,1.1797723131149689,1.1848619235974958,0.8044272652881284,1.7452140654236927,0.7388193371528909,False,False
Amoxicillin,Nausea,28,984,488,1.176316719688936,1.181480807713298,0.8023250703268039,1.7398146345175143,0.7149686086588014,False,False
Enalapril,Myalgia,30,1016,507,1.1751597088099837,1.1804891117149527,0.8117861219948017,1.7166523362744575,0.7560569734404968,False,False
Atorvastatin,Myalgia,30,1017,507,1.1739423511004743,1.1792293526536803,0.8109240866596582,1.7148113973134949,0.7463574782987158,False,False
Sertraline,Tendinitis,27,945,491,1.1733374384236452,1.1784355983772818,0.7949692364446996,1.7468732069853183,0.669818379015528,False,False
Metformin,Dyspepsia,28,991,486,1.1726763579640345,1.177697062037755,0.7997480302005852,1.7342591885903025,0.6876358739019844,False,False
Amoxicillin,Hepatotoxicity,25,984,437,1.1726458284000314,1.1771465017159866,0.7820720444817048,1.7717982585869052,0.612485263073509,False,False
Ibuprofen,Pruritus,30,1049,493,1.170568699594595,1.1755903492391855,0.808290524774476,1.7097969441246514,0.7179539808737103,False,False
Levothyroxine,Tendinitis,26,912,491,1.1702697604225618,1.1752663899609215,0.7872562623158541,1.7545126707643854,0.6253582196000788,False,False
Ciprofloxacin,Hypothyroidism,28,1025,471,1.1700710235093321,1.1748473411204268,0.7976601670930166,1.730393884363015,0.6667135277017692,False,False
Naproxen,Osteoporosis,30,988,525,1.1662372715004294,1.1714430315682924,0.8057581457972217,1.703090168393111,0.68831869749217,False,False
Apixaban,QT prolongation,29,1002,501,1.164920159680639,1.16983556012333,0.7996230791344239,1.7114503988684966,0.6542914711974328,False,False
Glipizide,Bruising,28,1038,468,1.162497810474689,1.167002700270027,0.7923241990427391,1.7188611733466337,0.6122813321133521,False,False
Ciprofloxacin,Insomnia,30,1025,508,1.1618532503316665,1.1667332478291037,0.8023823302998762,1.696530968074907,0.6530562728120386,False,False
Metformin,Insomnia,29,991,508,1.1613098260123997,1.1661725962352267,0.7971966796624548,1.7059259764928227,0.6286616048061598,False,False
Apixaban,Anaphylactic reaction,27,1002,468,1.1608212147134302,1.1652747252747253,0.7859037791288744,1.727775360578105,0.5804450612268698,False,False
Amoxicillin,Pneumonia,28,984,496,1.1562087415745952,1.1607838930014662,0.7884154630872829,1.7090218410676592,0.5717457357350085,False,False
Levothyroxine,Depression,36,912,688,1.1556344849854696,1.1620304227245988,0.8251653517154669,1.6364171138915253,0.740552025125137,False,False
Simvastatin,Nausea,28,1003,488,1.152880488967879,1.1572709030100334,0.7859638107719239,1.7039918690891203,0.5484588973235512,False,False
Sertraline,Dizziness,25,945,463,1.1509144500012078,1.1550153861425452,0.7677290317782267,1.7376710883735105,0.47909744538882487,False,False
Levothyroxine,Lactic acidosis,34,912,653,1.1496187965875917,1.1554126907606876,0.8127245205883601,1.6425965405896874,0.6487706693732216,False,False
Simvastatin,Hepatotoxicity,25,1003,437,1.149282734321308,1.1530987551372922,0.7661679303932122,1.735437736759326,0.46724278996665103,False,False
Clozapine,QT prolongation,29,1015,501,1.1492130750605327,1.1536016949152543,0.7885804678231176,1.687585382611647,0.5429166114312008,False,False
Glipizide,Osteoporosis,31,1038,525,1.1463613457833113,1.150867007868001,0.7962125532564845,1.6634940813001535,0.5597745162593174,False,False
Amoxicillin,Diarrhoea,26,984,465,1.1445450673185547,1.1484680023397265,0.7691479576100356,1.7148569912304639,0.45874901930337786,False,False
Omeprazole,International normalised ratio increased,38,1005,667,1.1418424570312191,1.1474164108752587,0.8218234273596551,1.6020040024603626,0.653198918186717,False,False
Apixaban,Pruritus,28,1002,493,1.1416822269439615,1.1457552273078537,0.7782291120988735,1.6868490531827944,0.4760900282554173,False,False
Omeprazole,Renal impairment,28,1005,492,1.140547263681592,1.144575230296827,0.777421880430149,1.6851242430740179,0.46887778896338217,False,False
Ciprofloxacin,QT prolongation,29,1025,501,1.1374018189334436,1.1414024743039957,0.780281314789845,1.6696537308447141,0.4651478014362059,False,False
Atorvastatin,Hepatotoxicity,25,1017,437,1.1326264188408703,1.135968818509239,0.7548371088161048,1.7095412262510437,0.3742171846123421,False,False
Naproxen,Anaphylactic reaction,26,988,468,1.1319361752798285,1.135502017854959,0.7605365085246123,1.6953358821050701,0.38666858116723385,False,False
Glipizide,Dizziness,27,1038,463,1.1312642520019092,1.1347698254975092,0.7653690811570211,1.6824595983326192,0.3964334155031524,False,False
Glipizide,Diarrhoea,27,1038,465,1.1260986618101196,1.129466281858461,0.7618308897490372,1.6745108383245217,0.36765968858774717,False,False
Fluoxetine,Dizziness,26,1004,463,1.1256940202576422,1.1290355790783975,0.7561731232663087,1.685753301199997,0.3525776576937273,False,False
Simvastatin,Headache,28,1003,502,1.118829166508912,1.1222416964189117,0.7624165615568113,1.6518875489922722,0.3422590242836575,False,False
Omeprazole,Haemorrhage,37,1005,664,1.1153403635728851,1.119749034494576,0.7987324192708614,1.5697846612963646,0.4310421661287831,False,False
Levothyroxine,Rash,26,912,514,1.1151136036813345,1.1184916552566333,0.7495896079593919,1.66894467265146,0.3010728088178812,False,False
Levothyroxine,Pneumonia,25,912,496,1.1109248705628187,1.1140512761592907,0.7409171732547818,1.6750998501763155,0.26962410617260674,False,False
Fluoxetine,Nausea,27,1004,488,1.108131465461365,1.1111197454689974,0.7497469545160229,1.646671695476297,0.2758582436080802,False,False
Quetiapine,Bruising,26,1010,468,1.1059988351776353,1.1087996174079389,0.7427342794802777,1.6552845688289488,0.25543509165402817,False,False
Glipizide,Insomnia,29,1038,508,1.1059850925780668,1.1090312448920054,0.7583197256461555,1.6219415907962633,0.2849598580535811,False,False
Enalapril,Headache,28,1016,502,1.1037575999202631,1.1066980987034285,0.7519069963921987,1.6288991691133718,0.2645079399147291,False,False
Atorvastatin,Anaphylactic reaction,26,1017,468,1.097981375441032,1.1005520270671336,0.7372348926925123,1.6429156789608885,0.21984932383480096,False,False
Metformin,Dizziness,25,991,463,1.0948421639504398,1.0972966712990537,0.7295410456364276,1.6504348755231466,0.1989100111822878,False,False
Levothyroxine,Dizziness,23,912,463,1.0940590111642743,1.0964924838940586,0.7171412128508373,1.6765118859320605,0.1809388020229674,False,False
Simvastatin,Hyperkalaemia,25,1003,458,1.0935438488230458,1.0959350515025716,0.7285888610735215,1.648492999662734,0.19356092163718366,False,False
Ciprofloxacin,Bruising,26,1025,468,1.0889526542324248,1.0912677383265619,0.7310437974529225,1.6289930656159608,0.18270139749012584,False,False
Isotretinoin,Pneumonia,26,969,496,1.0864589508815843,1.088842760768033,0.7296832284093521,1.6247852650545545,0.17382107732524557,False,False
Enalapril,Hepatotoxicity,24,1016,437,1.0858134258641399,1.0878895571350464,0.7173215903778168,1.6498927460138628,0.1572641277343705,False,False
Levothyroxine,Myalgia,25,912,507,1.0855718133508043,1.0879836457451337,0.7237455555485798,1.6355311674579518,0.1644876562389129,False,False
Levofloxacin,Pneumonia,28,1046,496,1.084130019120459,1.0864440078585462,0.7381560089947762,1.5990665493858955,0.17686794120313695,False,False
Sertraline,Weight increased,36,945,708,1.080215419501134,1.0833922677982084,0.7696994949846184,1.5249312407933966,0.2110068743706151,False,False
Amoxicillin,Pruritus,26,984,493,1.0759213801988128,1.0779818769474234,0.7224149122231901,1.6085561183267438,0.1352790275220086,False,False
Atorvastatin,Rash,28,1017,514,1.0753891660698172,1.077523540842269,0.7322785593983694,1.5855400464314704,0.14361199020809925,False,False
Metformin,Tendinitis,26,991,491,1.0725215108015147,1.074475458242799,0.7200593574732633,1.603336583830092,0.12378484302907851,False,False
Metformin,Renal impairment,26,991,492,1.0702199624950737,1.0721118993084124,0.7184913216561061,1.5997742630896303,0.11632138096968993,False,False
Fluoxetine,Dyspepsia,26,1004,486,1.06940931924476,1.0712545567706944,0.7178677173382354,1.5986041685466574,0.11362403580091943,False,False
Omeprazole,Dyspepsia,26,1005,486,1.0682889898334416,1.0701025891548608,0.7170993460881588,1.5968771378229063,0.11010099147813054,False,False
Clozapine,International normalised ratio increased,36,1015,667,1.0671309126962443,1.0695994651549416,0.7598230141529101,1.5056703923810144,0.14878672129652137,False,False
Apixaban,Insomnia,27,1002,508,1.0642872259638727,1.066067487605949,0.7196566529541543,1.5792251533633235,0.10186130685325442,False,False
Isotretinoin,Bruising,24,969,468,1.061612696287619,1.063177463177463,0.7014121775815826,1.611529360818651,0.08336926342971945,False,False
Levofloxacin,Nausea,27,1046,488,1.061285010970415,1.0629088532630562,0.717363196989121,1.5748999043815157,0.09252297351375142,False,False
Levothyroxine,Hepatotoxicity,21,912,437,1.0565536437246963,1.057886557886558,0.6789423878034235,1.6483342172489213,0.061866473352706806,False,False
Clozapine,Osteoporosis,28,1015,525,1.053770901269687,1.0552963169085434,0.7173281453028403,1.5524977289307085,0.07468890216682969,False,False
Naproxen,Dizziness,24,988,463,1.0520044635858088,1.053299180521555,0.6948796398009864,1.5965918414376377,0.05988672308471324,False,False
Ibuprofen,Tendinitis,27,1049,491,1.0512413300023011,1.0525950637694852,0.7104609809786921,1.5594893990457104,0.06533315026849684,False,False
Metformin,QT prolongation,26,991,501,1.0499421105741142,1.0512877011180801,0.7046731208439241,1.5683950442135943,0.060064147480342625,False,False
Isotretinoin,Rash,26,969,514,1.0463846453162802,1.0476635432783408,0.7023515679685162,1.5627485578044997,0.05209481143968483,False,False
Levofloxacin,Hyperkalaemia,25,1046,458,1.0462158713056227,1.0473475038057602,0.6964280736172742,1.5750898553394397,0.049383788051111856,False,False
Enalapril,Renal impairment,26,1016,492,1.0425129262275692,1.0436294273204145,0.6994909918166985,1.5570784960938442,0.043769537779838934,False,False
Naproxen,Nausea,25,988,488,1.0390342861639894,1.0400476373105105,0.6918696593050736,1.5634434511287187,0.03565266435914866,False,False
Glipizide,Dry skin,36,1038,669,1.0389283072624167,1.0403269290802282,0.7391462099383075,1.4642300871160931,0.05140451043429464,False,False
